Razon Social,Empresa,Mes,Neto,IVA
U-Bros,Corredores Viales Sociedad Anonima,2024-06,9338,1962
U-Bros,Corredores Viales Sociedad Anonima,2024-07,8244,1731
U-Bros,Corredores Viales Sociedad Anonima,2024-08,2446,514
U-Bros,Corredores Viales Sociedad Anonima,2024-09,6836,1436
U-Bros,Corredores Viales Sociedad Anonima,2024-10,18501,3885
U-Bros,Corredores Viales Sociedad Anonima,2024-12,2008,422
U-Bros,Corredores Viales Sociedad Anonima,2025-01,6240,1309
U-Bros,Edenred Argentina Sociedad Anonima,2024-01,61988,13018
U-Bros,Edenred Argentina Sociedad Anonima,2024-02,83659,17568
U-Bros,Edenred Argentina Sociedad Anonima,2024-03,83606,17558
U-Bros,Edenred Argentina Sociedad Anonima,2024-04,61505,12916
U-Bros,Edenred Argentina Sociedad Anonima,2024-05,56832,11935
U-Bros,Edenred Argentina Sociedad Anonima,2024-06,60467,12699
U-Bros,Edenred Argentina Sociedad Anonima,2024-07,78238,16429
U-Bros,Edenred Argentina Sociedad Anonima,2024-08,86828,18234
U-Bros,Edenred Argentina Sociedad Anonima,2024-09,68870,14462
U-Bros,Edenred Argentina Sociedad Anonima,2024-10,84854,17819
U-Bros,Edenred Argentina Sociedad Anonima,2024-11,44903,9429
U-Bros,Edenred Argentina Sociedad Anonima,2024-12,6958,1461
U-Bros,Edenred Argentina Sociedad Anonima,2025-01,3500,735
U-Bros,Forma Urbana Construcciones S.R.L.,2024-12,162896,17104
U-Bros,Ghyf S.A.,2025-02,1161541,243924
U-Bros,Grupo Concesionario Del Oeste Sa,2024-04,496,104
U-Bros,Grupo Concesionario Del Oeste Sa,2024-05,826,174
U-Bros,Grupo Concesionario Del Oeste Sa,2024-07,826,174
U-Bros,Grupo Concesionario Del Oeste Sa,2024-08,2315,486
U-Bros,Grupo Concesionario Del Oeste Sa,2024-09,3085,648
U-Bros,Grupo Concesionario Del Oeste Sa,2024-10,4104,862
U-Bros,Grupo Concesionario Del Oeste Sa,2025-01,4044,849
U-Bros,Grupo Concesionario Del Oeste Sa,2025-02,2311,485
U-Bros,La Cobacha Insumos S.R.L.,2024-06,635529,133461
U-Bros,Lalelu Srl,2025-04,35536,7463
U-Bros,Meli Log Srl,2024-01,21176,4447
U-Bros,Meli Log Srl,2024-02,417577,87691
U-Bros,Meli Log Srl,2024-03,349884,73476
U-Bros,Meli Log Srl,2024-04,11901,2499
U-Bros,Meli Log Srl,2024-05,84258,17694
U-Bros,Meli Log Srl,2024-06,56172,11796
U-Bros,Meli Log Srl,2024-07,179751,37748
U-Bros,Meli Log Srl,2024-08,81450,17105
U-Bros,Meli Log Srl,2024-09,276931,58155
U-Bros,Meli Log Srl,2024-10,143352,30104
U-Bros,Meli Log Srl,2025-01,143352,30104
U-Bros,Meli Log Srl,2025-02,1176105,246982
U-Bros,Meli Log Srl,2025-03,21503,4516
U-Bros,Meli Log Srl,2025-04,698489,146683
U-Bros,Meli Log Srl,2025-05,596278,125218
U-Bros,Mercadolibre S.R.L.,2024-01,56232,11809
U-Bros,Mercadolibre S.R.L.,2024-02,675990,141958
U-Bros,Mercadolibre S.R.L.,2024-03,827360,173746
U-Bros,Mercadolibre S.R.L.,2024-04,72750,15278
U-Bros,Mercadolibre S.R.L.,2024-05,208401,43764
U-Bros,Mercadolibre S.R.L.,2024-06,152761,32080
U-Bros,Mercadolibre S.R.L.,2024-07,394943,82938
U-Bros,Mercadolibre S.R.L.,2024-08,265764,55811
U-Bros,Mercadolibre S.R.L.,2024-09,539579,113312
U-Bros,Mercadolibre S.R.L.,2024-10,290670,61041
U-Bros,Mercadolibre S.R.L.,2024-11,44760,9400
U-Bros,Mercadolibre S.R.L.,2025-01,197978,41575
U-Bros,Mercadolibre S.R.L.,2025-02,1198724,251732
U-Bros,Mercadolibre S.R.L.,2025-03,67203,14113
U-Bros,Mercadolibre S.R.L.,2025-04,652642,137055
U-Bros,Mercadolibre S.R.L.,2025-05,548387,115161
U-Bros,Miranda Natalia Elizabeth,2024-04,240000,0
U-Bros,Motor Plat Sa,2024-04,320282,67259
U-Bros,Motor Plat Sa,2024-05,460189,96640
U-Bros,Motor Plat Sa,2024-09,257673,54111
U-Bros,Motor Plat Sa,2024-11,602417,126508
U-Bros,Motor Plat Sa,2025-02,192821,40492
U-Bros,Odriozola Nelson Matias,2024-06,47300,0
U-Bros,Odriozola Nelson Matias,2024-07,50000,0
U-Bros,Odriozola Nelson Matias,2024-08,60000,0
U-Bros,Odriozola Nelson Matias,2024-09,70000,0
U-Bros,Odriozola Nelson Matias,2024-10,73000,0
U-Bros,Odriozola Nelson Matias,2024-11,76000,0
U-Bros,Odriozola Nelson Matias,2024-12,79000,0
U-Bros,Odriozola Nelson Matias,2025-01,80000,0
U-Bros,Odriozola Nelson Matias,2025-02,80000,0
U-Bros,Odriozola Nelson Matias,2025-03,150000,0
U-Bros,Odriozola Nelson Matias,2025-04,150000,0
U-Bros,Odriozola Nelson Matias,2025-05,160000,0
U-Bros,Onlinestore S.A.S.,2024-03,394812,82910
U-Bros,Paladino German Ariel,2024-05,562500,118125
U-Bros,Paladino German Ariel,2024-06,345000,72450
U-Bros,Paladino German Ariel,2024-07,562500,118125
U-Bros,Perronnet Juan Pedro,2024-07,384897,80828
U-Bros,Perronnet Juan Pedro,2024-12,326351,68534
U-Bros,Perronnet Juan Pedro,2025-03,126909,26651
U-Bros,Rang Denise,2025-01,7211,1514
U-Bros,Rodriguez Fernando Ariel,2024-08,53711,11279
U-Bros,Ronconi Juan Ignacio,2024-02,312000,0
U-Bros,Ronconi Juan Ignacio,2024-03,195000,0
U-Bros,Ronconi Juan Ignacio,2024-05,210000,0
U-Bros,Ronconi Juan Ignacio,2024-06,225000,0
U-Bros,Ronconi Juan Ignacio,2024-07,185000,0
U-Bros,Ronconi Juan Ignacio,2024-08,190000,0
U-Bros,Ronconi Juan Ignacio,2024-09,190000,0
U-Bros,Ronconi Juan Ignacio,2024-10,200000,0
U-Bros,Ronconi Juan Ignacio,2024-11,205000,0
U-Bros,Ronconi Juan Ignacio,2024-12,210000,0
U-Bros,Ronconi Juan Ignacio,2025-01,216000,0
U-Bros,Ronconi Juan Ignacio,2025-02,230500,0
U-Bros,Ronconi Juan Ignacio,2025-03,175000,0
U-Bros,Ronconi Juan Ignacio,2025-04,180000,0
U-Bros,Ronconi Juan Ignacio,2025-05,195000,0
U-Bros,Sar Accesorios S. A. S.,2024-08,900826,189174
U-Bros,Sk Distributors S.R.L.,2024-12,12919,2713
U-Bros,Soluciones Online Sa,2024-01,26900,5649
U-Bros,Soluciones Online Sa,2024-02,33600,7056
U-Bros,Soluciones Online Sa,2024-03,52100,10941
U-Bros,Soluciones Online Sa,2024-04,58900,12369
U-Bros,Soluciones Online Sa,2024-05,65400,13734
U-Bros,Soluciones Online Sa,2024-06,71000,14910
U-Bros,Soluciones Online Sa,2024-07,74000,15540
U-Bros,Soluciones Online Sa,2024-08,77400,16254
U-Bros,Soluciones Online Sa,2024-09,80500,16905
U-Bros,Soluciones Online Sa,2024-10,83900,17619
U-Bros,Soluciones Online Sa,2024-11,86900,18249
U-Bros,Soluciones Online Sa,2024-12,86900,18249
U-Bros,Soluciones Online Sa,2025-01,86900,18249
U-Bros,Soluciones Online Sa,2025-02,86900,18249
U-Bros,Soluciones Online Sa,2025-03,86900,18249
U-Bros,Soluciones Online Sa,2025-04,46500,9765
U-Bros,Soluciones Online Sa,2025-05,93000,19530
U-Bros,Soluciones Tecnologicas Integrales Srl,2025-02,73636,15463
U-Bros,Stratford Book Services Sociedad Anonima,2024-08,25474,960
U-Bros,Talleres Metalurgicos Crespo S.R.L.,2024-09,42545,8935
U-Bros,Tipas S.A.,2024-01,122200,25662
U-Bros,Volmat S.A.,2024-05,100000,21000
Ulog,Bellusci Domingo,2024-03,155000,32550
Ulog,Biffe Ancho S. A.,2025-05,262053,31831
Ulog,Boden Ceramics S.R.L.,2024-03,541166,113645
Ulog,Boden Ceramics S.R.L.,2024-04,109081,22907
Ulog,Ceviara S R L,2024-02,182819,37181
Ulog,Ceviara S R L,2024-03,182684,37316
Ulog,Chinchilla Ramos Guido Alexis,2025-04,630000,0
Ulog,Deheza Sociedad Anonima Industrial Comercial Financiera Inmobiliaria,2024-01,29025,6095
Ulog,Deheza Sociedad Anonima Industrial Comercial Financiera Inmobiliaria,2024-02,35438,7442
Ulog,Deheza Sociedad Anonima Industrial Comercial Financiera Inmobiliaria,2024-06,21779,4574
Ulog,Deheza Sociedad Anonima Industrial Comercial Financiera Inmobiliaria,2024-08,39558,8307
Ulog,Deheza Sociedad Anonima Industrial Comercial Financiera Inmobiliaria,2024-09,44334,9310
Ulog,Deheza Sociedad Anonima Industrial Comercial Financiera Inmobiliaria,2024-11,55937,11747
Ulog,Deheza Sociedad Anonima Industrial Comercial Financiera Inmobiliaria,2025-03,51330,10779
Ulog,Expreso Santa Rosa S. A.,2024-07,0,0
Ulog,Fravega S A C I E I,2024-08,78512,16487
Ulog,Fravega S A C I E I,2025-01,24793,5206
Ulog,Giacom Magdalena Del Valle,2025-01,938017,196983
Ulog,Gomerias Neumen S A,2025-02,29504,6196
Ulog,Grecco Gustavo Gabriel,2024-02,81397,17093
Ulog,Gutierrez Franco,2024-08,654000,0
Ulog,Gutierrez Franco,2024-12,654000,0
Ulog,Heras Ricardo Raul,2024-02,980000,205800
Ulog,Hj Motos S.A,2024-03,2832688,584312
Ulog,Hj Motos S.A,2024-04,2894008,607742
Ulog,Hj Motos S.A,2024-05,57851,12149
Ulog,Hj Motos S.A,2024-10,57851,12149
Ulog,Hj Motos S.A,2025-01,115702,24298
Ulog,K C Srl,2024-12,57686,12114
Ulog,Maier Ariel Gustavo Y Maier Gabriel Sociedad De Hecho,2024-02,86055,18072
Ulog,Marini Franco,2024-05,2479339,520661
Ulog,Mauro Walter Horacio,2024-11,249587,52413
Ulog,Multimateriales S.R.L.,2024-12,707806,148639
Ulog,Novita Repuestos S A,2024-03,93829,19704
Ulog,Novita Repuestos S A,2024-04,76455,16056
Ulog,Novita Repuestos S A,2025-03,92693,19466
Ulog,Palucas Juan Pablo,2024-12,4956295,1040822
Ulog,Patagonia International Inc Sucursal Argentina,2024-07,0,0
Ulog,Peña Julio Cesar,2024-03,631000,132510
Ulog,Solgas Berden S.R.L.,2024-02,17355,3645
Ulog,Soluciones Online Sa,2024-01,26900,5649
Ulog,Soluciones Online Sa,2024-02,33600,7056
Ulog,Soluciones Online Sa,2024-03,40300,8463
Ulog,Soluciones Online Sa,2024-04,45500,9555
Ulog,Soluciones Online Sa,2024-05,50500,10605
Ulog,Soluciones Online Sa,2024-06,54800,11508
Ulog,Soluciones Online Sa,2024-07,57100,11991
Ulog,Soluciones Online Sa,2024-08,59700,12537
Ulog,Soluciones Online Sa,2024-09,62100,13041
Ulog,Soluciones Online Sa,2024-10,64700,13587
Ulog,Soluciones Online Sa,2024-11,67000,14070
Ulog,Soluciones Online Sa,2024-12,67000,14070
Ulog,Soluciones Online Sa,2025-01,67000,14070
Ulog,Soluciones Online Sa,2025-02,67000,14070
Ulog,Stefani Miguel Emilio,2024-02,0,0
Ulog,Superbike S.A.,2024-03,119008,24992
Ulog,Transporte Malfel,2024-05,1859500,378000
Ulog,Transporte Malfel,2024-06,-1859500,-378000
Ulog,U-Bros S.A.,2024-06,1684298,353703
Ulog,Vargas Jose Luis,2024-02,120000,0
Ulog,Vazquez Daniel Alejandro,2024-01,783964,164633
Ulog,Vazquez Daniel Alejandro,2024-02,653483,137232
Ulog,Vazquez Daniel Alejandro,2024-03,193018,40534
Ulog,Vazquez Daniel Alejandro,2024-05,209201,43932
Ulog,Vazquez Daniel Alejandro,2024-06,178255,37434
Ulog,Vidal Gabriel,2025-02,228054,23946
Ulog,Volmat S.A.,2024-04,89800,18858
Ulog,Winehaus S.A.,2024-07,0,0
Ulog,Winehaus S.A.,2024-10,0,0
Ulog,Ypf Sociedad Anonima,2024-01,1750,368
Ulog,Ypf Sociedad Anonima,2024-02,1875,394
Ulog,Ypf Sociedad Anonima,2024-03,1875,394
Ulog,Ypf Sociedad Anonima,2024-04,1875,394
Ulog,Ypf Sociedad Anonima,2024-05,4300,903
Ulog,Ypf Sociedad Anonima,2024-06,4300,903
Ulog,Ypf Sociedad Anonima,2024-07,4300,903
Ulog,Ypf Sociedad Anonima,2024-08,4500,945
Ulog,Ypf Sociedad Anonima,2024-09,4500,945
Ulog,Ypf Sociedad Anonima,2024-10,4500,945
Ulog,Ypf Sociedad Anonima,2024-11,4500,945
Ulog,Ypf Sociedad Anonima,2024-12,4950,1040
Ulog,Ypf Sociedad Anonima,2025-01,4950,1040
Ulog,Ypf Sociedad Anonima,2025-02,4950,1040
Ulog,Ypf Sociedad Anonima,2025-03,5263,1105
Ulog,Ypf Sociedad Anonima,2025-04,5263,1105
Unapa,Agro Lajitas S.A.,2025-04,1543600,324610
Unapa,Agroempresa Colon  S.A.,2024-02,3106944,652860
Unapa,Agroempresa Colon  S.A.,2024-07,-3106944,-652860
Unapa,Agroservicio San Juan Srl,2025-02,9200000,966000
Unapa,Aju S R L,2025-05,1402950,146862
Unapa,Alfa Agroganadera S. R. L.,2024-01,1808795,379847
Unapa,Alfa Agroganadera S. R. L.,2024-02,980400,205884
Unapa,Alfa Agroganadera S. R. L.,2024-03,959732,201544
Unapa,Alfa Agroganadera S. R. L.,2024-04,576075,120976
Unapa,Alfa Agroganadera S. R. L.,2024-05,1986311,417126
Unapa,Alfa Agroganadera S. R. L.,2024-06,953823,200303
Unapa,Alfa Agroganadera S. R. L.,2024-07,1526600,320586
Unapa,Alfa Agroganadera S. R. L.,2024-08,2763530,580342
Unapa,Alfa Agroganadera S. R. L.,2024-09,920230,193248
Unapa,Alfa Agroganadera S. R. L.,2024-10,2159261,453444
Unapa,Alfa Agroganadera S. R. L.,2024-11,781586,164133
Unapa,Alfa Agroganadera S. R. L.,2024-12,673601,141456
Unapa,Alfa Agroganadera S. R. L.,2025-01,1049707,220439
Unapa,Alfa Agroganadera S. R. L.,2025-02,902951,189619
Unapa,Alfa Agroganadera S. R. L.,2025-04,1012550,212635
Unapa,Asociacion Mutual De Productores Tabacaleros De Salta,2024-05,187283,39330
Unapa,Asociacion Mutual De Productores Tabacaleros De Salta,2025-01,4321131,796453
Unapa,Asociacion Mutual De Productores Tabacaleros De Salta,2025-04,393464,82628
Unapa,Atenor S. R. L.,2024-05,64712,13590
Unapa,Atenor S. R. L.,2024-07,66898,14049
Unapa,Atenor S. R. L.,2024-10,70456,14796
Unapa,Atenor S. R. L.,2024-11,240980,25303
Unapa,Atenor S. R. L.,2024-12,124073,26055
Unapa,Atenor S. R. L.,2025-02,73191,15370
Unapa,Bayer Sociedad Anonima,2024-12,6226757,1307609
Unapa,Bunge Argentina S A,2024-05,40000,8400
Unapa,Bunge Argentina S A,2024-06,897238,188420
Unapa,Carnes A Pasto Srl S. R. L.,2024-12,0,0
Unapa,Castilla Lorena Alejandra,2024-09,115474,12125
Unapa,Claas Argentina S. A. U.,2025-04,185325,38832
Unapa,Combustibles Del Norte S A,2024-06,2098440,441396
Unapa,Compañia De Servicios Del Norte S.R.L.,2024-03,10753350,2258450
Unapa,Compañia De Servicios Del Norte S.R.L.,2025-02,6477700,1277605
Unapa,Compañia Mercantil Agricola E Industrial Sociedad Anonima,2024-04,55733472,5917776
Unapa,Compañia Mercantil Agricola E Industrial Sociedad Anonima,2024-05,-42049,-8765
Unapa,Compañia Mercantil Agricola E Industrial Sociedad Anonima,2024-07,20224788,2123212
Unapa,Compañia Mercantil Agricola E Industrial Sociedad Anonima,2024-09,19778540,2150008
Unapa,Compañia Mercantil Agricola E Industrial Sociedad Anonima,2024-11,15007,3152
Unapa,Compañia Mercantil Agricola E Industrial Sociedad Anonima,2025-01,8463399,1776817
Unapa,Compañia Mercantil Agricola E Industrial Sociedad Anonima,2025-02,-709746,-148821
Unapa,Compañia Mercantil Agricola E Industrial Sociedad Anonima,2025-03,2177840,457348
Unapa,Consejo Profesional De Ciencias Economicas De Salta,2024-07,0,0
Unapa,Cooperativa De Productores Tabacaleros De Salta Ltda,2024-01,134194,28181
Unapa,Cooperativa De Productores Tabacaleros De Salta Ltda,2024-03,407706,85618
Unapa,Cooperativa De Productores Tabacaleros De Salta Ltda,2024-05,2206520,463370
Unapa,Cooperativa De Productores Tabacaleros De Salta Ltda,2024-07,1293348,271603
Unapa,Cooperativa De Productores Tabacaleros De Salta Ltda,2024-09,14843950,1558615
Unapa,Cooperativa De Productores Tabacaleros De Salta Ltda,2024-10,1025959,107726
Unapa,Cooperativa De Productores Tabacaleros De Salta Ltda,2025-01,26064744,3149054
Unapa,Cooperativa De Productores Tabacaleros De Salta Ltda,2025-04,2235408,469436
Unapa,Estacion De Servicio San Lorenzo Chico S. R. L.,2025-02,65146,13681
Unapa,Fiani Automotores Sa,2024-03,246611,51788
Unapa,Fiani Automotores Sa,2024-06,1078358,226455
Unapa,Fiani Automotores Sa,2024-09,1085851,228029
Unapa,Fiani Automotores Sa,2025-03,318182,66818
Unapa,Interbanking Sa,2024-01,43865,9212
Unapa,Interbanking Sa,2024-02,61415,12897
Unapa,Interbanking Sa,2024-03,76775,16123
Unapa,Interbanking Sa,2024-04,88295,18542
Unapa,Interbanking Sa,2024-05,88295,18542
Unapa,Interbanking Sa,2024-06,88295,18542
Unapa,Interbanking Sa,2024-07,96245,20211
Unapa,Interbanking Sa,2024-08,100290,21061
Unapa,Interbanking Sa,2024-09,104910,22031
Unapa,Interbanking Sa,2024-10,109110,22913
Unapa,Interbanking Sa,2024-11,94665,19880
Unapa,Interbanking Sa,2024-12,94665,19880
Unapa,Interbanking Sa,2025-01,94665,19880
Unapa,Interbanking Sa,2025-02,105075,22066
Unapa,Interbanking Sa,2025-03,105075,22066
Unapa,Interbanking Sa,2025-04,112430,23610
Unapa,Interbanking Sa,2025-05,112430,23610
Unapa,Kws Argentina S A,2024-03,4217400,885228
Unapa,Kws Argentina S A S. A.,2024-11,25822965,5422773
Unapa,Lartirigoyen Y Cia S A,2025-01,452360,94680
Unapa,Lartirigoyen Y Cia S A,2025-03,6665,1400
Unapa,Limagrain Argentina Semillas S.A,2024-08,11475792,2409701
Unapa,Ma-Ta Salta S.A.,2024-10,16529,3471
Unapa,Margalef Juan Carlos Francisc,2024-12,64587,10413
Unapa,Metagri  S. R. L.,2024-12,10357295,2175186
Unapa,Molina Oscar,2025-03,1814094,380960
Unapa,Molina Oscar,2025-04,1,0
Unapa,Pavon Sergio Nicolas,2024-06,3401387,714291
Unapa,Pavon Sergio Nicolas,2024-08,600000,126000
Unapa,Pavon Sergio Nicolas,2024-09,1144497,240344
Unapa,Pavon Sergio Nicolas,2024-11,2496488,524262
Unapa,Pavon Sergio Nicolas,2024-12,6397000,1343370
Unapa,Pioneer Argentina Srl,2024-12,20140576,4229192
Unapa,Poclaba Blanca Haide,2024-04,1836230,385608
Unapa,Poclaba Blanca Haide,2024-05,9306960,1954462
Unapa,Poclaba Blanca Haide,2024-06,7565645,1588785
Unapa,Rodriguez Sergio Luis,2024-02,2559150,268711
Unapa,Rovi S.R.L.,2024-03,57852,12149
Unapa,Rovi S.R.L.,2024-07,37449,7864
Unapa,Rovi S.R.L.,2024-08,184094,38660
Unapa,Rovi S.R.L.,2024-11,23392,3219
Unapa,Rovi S.R.L.,2024-12,65659,13788
Unapa,Rulemanes Salta S R L,2024-02,91157,19143
Unapa,Rulemanes Salta S R L,2024-03,21653,4547
Unapa,Sgn Agro S.R.L.,2024-06,34903167,7329387
Unapa,Sgn Agro S.R.L.,2024-11,770355,162127
Unapa,Sgn Agro S.R.L.,2024-12,18649290,3916044
Unapa,Sgn Agro S.R.L.,2025-01,11874976,2493240
Unapa,Sgn Agro S.R.L.,2025-02,2998050,629325
Unapa,Sgn Agro S.R.L.,2025-03,4073600,855456
Unapa,Sociedad Rural Saltena,2024-09,301200,0
Unapa,Soluciones Online Sa,2024-06,-17400,-3654
Unapa,Spinazze Carla Daniela,2024-02,2559150,268711
Unapa,Sucesores De Roberto Saman Sociedad De Responsabilidad Limitada,2024-09,126174,26496
Unapa,Sucesores De Roberto Saman Sociedad De Responsabilidad Limitada,2024-10,68834,14455
Unapa,Sucesores De Roberto Saman Sociedad De Responsabilidad Limitada,2024-11,90680,19043
Unapa,Sucesores De Roberto Saman Sociedad De Responsabilidad Limitada,2024-12,90875,19084
Unapa,Sucesores De Roberto Saman Sociedad De Responsabilidad Limitada,2025-01,96281,20219
Unapa,Sucesores De Roberto Saman Sociedad De Responsabilidad Limitada,2025-02,59331,12459
Unapa,Sucesores De Roberto Saman Sociedad De Responsabilidad Limitada,2025-03,38585,8103
Unapa,Sucesores De Roberto Saman Sociedad De Responsabilidad Limitada,2025-04,92751,19477
Unapa,Sustentagro  S. R. L.,2025-04,710820,149703
Unapa,Sys Agro S. R. L.,2024-05,249586,52414
Unapa,Sys Agro S. R. L.,2024-07,259504,54496
Unapa,Sys Agro S. R. L.,2024-09,511984,107516
Unapa,Tecnobus S.A,2024-12,0,0
Unapa,Tobelpe S. A. S.,2025-01,5439000,1141672
Unapa,Tobelpe S. A. S.,2025-02,2203650,463032
Unapa,Traing S.A.S.,2024-02,6364,1336
Unapa,Transportes La Sevillanita Srl,2024-08,43396,9113
Unapa,Zamponi Jorge Omar,2024-08,1283471,269529
Valenzuela Ricardo Patricio,Aeropuertos Argentina 2000 S A,2024-09,0,0
Valenzuela Ricardo Patricio,Aeropuertos Argentina 2000 S A,2024-12,0,0
Valenzuela Ricardo Patricio,Aeropuertos Argentina 2000 S A,2025-02,0,0
Valenzuela Ricardo Patricio,Alexandra S R L,2024-03,0,0
Valenzuela Ricardo Patricio,Alvarez Luis Alberto,2024-10,67769,14231
Valenzuela Ricardo Patricio,Amx Argentina Sociedad Anonima,2024-01,0,0
Valenzuela Ricardo Patricio,Amx Argentina Sociedad Anonima,2024-03,0,0
Valenzuela Ricardo Patricio,Amx Argentina Sociedad Anonima,2024-06,0,0
Valenzuela Ricardo Patricio,Amx Argentina Sociedad Anonima,2024-07,0,0
Valenzuela Ricardo Patricio,Amx Argentina Sociedad Anonima,2024-10,0,0
Valenzuela Ricardo Patricio,Applus Iteuve Argentina S.A.,2024-08,0,0
Valenzuela Ricardo Patricio,Archmar S.R.L.,2024-01,14586,3063
Valenzuela Ricardo Patricio,Arte Grafico Editorial Argentino S A,2024-04,0,0
Valenzuela Ricardo Patricio,Arte Grafico Editorial Argentino S A,2024-05,0,0
Valenzuela Ricardo Patricio,Arte Grafico Editorial Argentino S A,2024-06,0,0
Valenzuela Ricardo Patricio,Arte Grafico Editorial Argentino S A,2024-07,0,0
Valenzuela Ricardo Patricio,Arte Grafico Editorial Argentino S A,2024-08,0,0
Valenzuela Ricardo Patricio,Arte Grafico Editorial Argentino S. A.,2024-09,0,0
Valenzuela Ricardo Patricio,Arte Grafico Editorial Argentino S. A.,2024-10,0,0
Valenzuela Ricardo Patricio,Arte Grafico Editorial Argentino S. A.,2024-11,0,0
Valenzuela Ricardo Patricio,Arte Grafico Editorial Argentino S. A.,2024-12,0,0
Valenzuela Ricardo Patricio,Arte Grafico Editorial Argentino S. A.,2025-01,0,0
Valenzuela Ricardo Patricio,Arte Grafico Editorial Argentino S. A.,2025-02,0,0
Valenzuela Ricardo Patricio,Arte Grafico Editorial Argentino S. A.,2025-03,0,0
Valenzuela Ricardo Patricio,Arte Grafico Editorial Argentino S. A.,2025-04,0,0
Valenzuela Ricardo Patricio,Asociacion Participacion Inclusion Libertad Accion Responsabilidad Equidad Solidaridad,2024-10,0,0
Valenzuela Ricardo Patricio,Autonort S A,2024-03,0,0
Valenzuela Ricardo Patricio,Autonort S A,2024-06,0,0
Valenzuela Ricardo Patricio,Autonort S A,2024-07,0,0
Valenzuela Ricardo Patricio,Autonort S A,2024-08,0,0
Valenzuela Ricardo Patricio,Autonort S A,2024-10,0,0
Valenzuela Ricardo Patricio,Autonort S A,2024-12,0,0
Valenzuela Ricardo Patricio,Autonort S A,2025-04,0,0
Valenzuela Ricardo Patricio,Autopistas De Buenos Aires (Aubasa) Sa,2024-02,0,0
Valenzuela Ricardo Patricio,Autopistas De Buenos Aires (Aubasa) Sa,2024-03,0,0
Valenzuela Ricardo Patricio,Autopistas De Buenos Aires (Aubasa) Sa S. A.,2024-12,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2024-01,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2024-02,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2024-03,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2024-04,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2024-05,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2024-06,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2024-07,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2024-08,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2024-09,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2024-10,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2024-11,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2024-12,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2025-01,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2025-02,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2025-03,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2025-04,0,0
Valenzuela Ricardo Patricio,Autopistas Del Sol S A,2025-05,0,0
Valenzuela Ricardo Patricio,Autopistas Urbanas S A,2024-01,0,0
Valenzuela Ricardo Patricio,Autopistas Urbanas S A,2024-02,0,0
Valenzuela Ricardo Patricio,Autopistas Urbanas S A,2024-03,0,0
Valenzuela Ricardo Patricio,Autopistas Urbanas S A,2024-04,0,0
Valenzuela Ricardo Patricio,Autopistas Urbanas S A,2024-05,0,0
Valenzuela Ricardo Patricio,Autopistas Urbanas S A,2024-06,0,0
Valenzuela Ricardo Patricio,Autopistas Urbanas S A,2024-07,0,0
Valenzuela Ricardo Patricio,Autopistas Urbanas S A,2024-08,0,0
Valenzuela Ricardo Patricio,Autopistas Urbanas S A,2024-09,0,0
Valenzuela Ricardo Patricio,Autopistas Urbanas S A,2024-10,0,0
Valenzuela Ricardo Patricio,Autopistas Urbanas S A,2024-11,0,0
Valenzuela Ricardo Patricio,Autopistas Urbanas S A,2024-12,14102,2961
Valenzuela Ricardo Patricio,Autopistas Urbanas S A,2025-01,1665,350
Valenzuela Ricardo Patricio,Autopistas Urbanas S A,2025-02,759,159
Valenzuela Ricardo Patricio,Autopistas Urbanas S A,2025-03,2590,544
Valenzuela Ricardo Patricio,Autopistas Urbanas S A,2025-04,7319,1537
Valenzuela Ricardo Patricio,Barovero Liliana Rosa,2024-04,19399,0
Valenzuela Ricardo Patricio,Bascaran Gonzalo Alejo,2024-04,24049,5050
Valenzuela Ricardo Patricio,Bergia Sebastian Rodolfo Y Bergia Silvana Raquel Sociedad De Hecho,2025-05,1046281,219719
Valenzuela Ricardo Patricio,Biera Alejandro Marcelo,2025-03,0,0
Valenzuela Ricardo Patricio,Brehm Nahuel Fabian,2024-02,221000,0
Valenzuela Ricardo Patricio,Caceres Cintia Vanina,2024-12,0,0
Valenzuela Ricardo Patricio,Camara  De Grabadores De Autopartes De Vehiculos Automotores Y Motovehiculos,2024-05,26607,0
Valenzuela Ricardo Patricio,Camara  De Grabadores De Autopartes De Vehiculos Automotores Y Motovehiculos,2024-07,35350,0
Valenzuela Ricardo Patricio,Caminos Del Rio Uruguay S A De Construcciones Y Concesiones Viales,2024-01,455,95
